,experiment,item_id,condition,sentence,expected,prediction,error,model
165,bock_cutting_1992_exp1,13,relthat_sp,the rebel soldier that deserted the battles,VBZ,VBP,True,15
166,bock_cutting_1992_exp1,13,relthat_ps,the rebel soldiers that deserted the battle,VBP,VBZ,True,15
167,bock_cutting_1992_exp1,13,relthat_pp,the rebel soldiers that deserted the battles,VBP,VBP,False,15
168,bock_cutting_1992_exp1,14,prep_ss,the actor in the blockbuster film,VBZ,VBZ,False,15
169,bock_cutting_1992_exp1,14,prep_sp,the actor in the blockbuster films,VBZ,VBZ,False,15
170,bock_cutting_1992_exp1,14,prep_ps,the actors in the blockbuster film,VBP,VBP,False,15
171,bock_cutting_1992_exp1,14,prep_pp,the actors in the blockbuster films,VBP,VBP,False,15
172,bock_cutting_1992_exp1,14,rel_ss,the actor who directed the film,VBZ,VBZ,False,15
173,bock_cutting_1992_exp1,14,rel_sp,the actor who directed the films,VBZ,VBZ,False,15
174,bock_cutting_1992_exp1,14,rel_ps,the actors who directed the film,VBP,VBP,False,15
175,bock_cutting_1992_exp1,14,rel_pp,the actors who directed the films,VBP,VBP,False,15
176,bock_cutting_1992_exp1,14,relthat_ss,the actor that directed the film,VBZ,VBZ,False,15
177,bock_cutting_1992_exp1,14,relthat_sp,the actor that directed the films,VBZ,VBZ,False,15
178,bock_cutting_1992_exp1,14,relthat_ps,the actors that directed the film,VBP,VBZ,True,15
179,bock_cutting_1992_exp1,14,relthat_pp,the actors that directed the films,VBP,VBP,False,15
180,bock_cutting_1992_exp1,15,prep_ss,the consultant for the growing firm,VBZ,VBZ,False,15
181,bock_cutting_1992_exp1,15,prep_sp,the consultant for the growing firms,VBZ,VBZ,False,15
182,bock_cutting_1992_exp1,15,prep_ps,the consultants for the growing firm,VBP,VBP,False,15
183,bock_cutting_1992_exp1,15,prep_pp,the consultants for the growing firms,VBP,VBP,False,15
184,bock_cutting_1992_exp1,15,rel_ss,the consultant who advised the firm,VBZ,VBZ,False,15
185,bock_cutting_1992_exp1,15,rel_sp,the consultant who advised the firms,VBZ,VBZ,False,15
186,bock_cutting_1992_exp1,15,rel_ps,the consultants who advised the firm,VBP,VBP,False,15
187,bock_cutting_1992_exp1,15,rel_pp,the consultants who advised the firms,VBP,VBP,False,15
188,bock_cutting_1992_exp1,15,relthat_ss,the consultant that advised the firm,VBZ,VBZ,False,15
189,bock_cutting_1992_exp1,15,relthat_sp,the consultant that advised the firms,VBZ,VBZ,False,15
190,bock_cutting_1992_exp1,15,relthat_ps,the consultants that advised the firm,VBP,VBP,False,15
191,bock_cutting_1992_exp1,15,relthat_pp,the consultants that advised the firms,VBP,VBP,False,15
192,bock_cutting_1992_exp1,16,prep_ss,the teaching assistant for the physics lab,VBZ,VBZ,False,15
193,bock_cutting_1992_exp1,16,prep_sp,the teaching assistant for the physics labs,VBZ,VBZ,False,15
194,bock_cutting_1992_exp1,16,prep_ps,the teaching assistants for the physics lab,VBP,VBP,False,15
195,bock_cutting_1992_exp1,16,prep_pp,the teaching assistants for the physics labs,VBP,VBP,False,15
196,bock_cutting_1992_exp1,16,rel_ss,the teaching assistant who prepared the lab,VBZ,VBZ,False,15
197,bock_cutting_1992_exp1,16,rel_sp,the teaching assistant who prepared the labs,VBZ,VBP,True,15
198,bock_cutting_1992_exp1,16,rel_ps,the teaching assistants who prepared the lab,VBP,VBP,False,15
199,bock_cutting_1992_exp1,16,rel_pp,the teaching assistants who prepared the labs,VBP,VBP,False,15
200,bock_cutting_1992_exp1,16,relthat_ss,the teaching assistant that prepared the lab,VBZ,VBZ,False,15
201,bock_cutting_1992_exp1,16,relthat_sp,the teaching assistant that prepared the labs,VBZ,VBP,True,15
202,bock_cutting_1992_exp1,16,relthat_ps,the teaching assistants that prepared the lab,VBP,VBP,False,15
203,bock_cutting_1992_exp1,16,relthat_pp,the teaching assistants that prepared the labs,VBP,VBP,False,15
204,bock_cutting_1992_exp1,17,prep_ss,the courier with the diplomat 's message,VBZ,VBZ,False,15
205,bock_cutting_1992_exp1,17,prep_sp,the courier with the diplomat 's messages,VBZ,VBZ,False,15
206,bock_cutting_1992_exp1,17,prep_ps,the NNS with the diplomat 's message,VBP,VBZ,True,15
207,bock_cutting_1992_exp1,17,prep_pp,the NNS with the diplomat 's messages,VBP,VBP,False,15
208,bock_cutting_1992_exp1,17,rel_ss,the courier who delivered the message,VBZ,VBZ,False,15
209,bock_cutting_1992_exp1,17,rel_sp,the courier who delivered the messages,VBZ,VBP,True,15
210,bock_cutting_1992_exp1,17,rel_ps,the NNS who delivered the message,VBP,VBZ,True,15
211,bock_cutting_1992_exp1,17,rel_pp,the NNS who delivered the messages,VBP,VBP,False,15
212,bock_cutting_1992_exp1,17,relthat_ss,the courier that delivered the message,VBZ,VBZ,False,15
213,bock_cutting_1992_exp1,17,relthat_sp,the courier that delivered the messages,VBZ,VBP,True,15
214,bock_cutting_1992_exp1,17,relthat_ps,the NNS that delivered the message,VBP,VBZ,True,15
215,bock_cutting_1992_exp1,17,relthat_pp,the NNS that delivered the messages,VBP,VBP,False,15
216,bock_cutting_1992_exp1,18,prep_ss,the star of the broadway musical,VBZ,VBZ,False,15
217,bock_cutting_1992_exp1,18,prep_sp,the star of the broadway musicals,VBZ,VBZ,False,15
218,bock_cutting_1992_exp1,18,prep_ps,the stars of the broadway musical,VBP,VBP,False,15
219,bock_cutting_1992_exp1,18,prep_pp,the stars of the broadway musicals,VBP,VBP,False,15
220,bock_cutting_1992_exp1,18,rel_ss,the star who revived the musical,VBZ,VBZ,False,15
221,bock_cutting_1992_exp1,18,rel_sp,the star who revived the musicals,VBZ,VBZ,False,15
222,bock_cutting_1992_exp1,18,rel_ps,the stars who revived the musical,VBP,VBP,False,15
223,bock_cutting_1992_exp1,18,rel_pp,the stars who revived the musicals,VBP,VBP,False,15
224,bock_cutting_1992_exp1,18,relthat_ss,the star that revived the musical,VBZ,VBZ,False,15
225,bock_cutting_1992_exp1,18,relthat_sp,the star that revived the musicals,VBZ,VBZ,False,15
226,bock_cutting_1992_exp1,18,relthat_ps,the stars that revived the musical,VBP,VBP,False,15
227,bock_cutting_1992_exp1,18,relthat_pp,the stars that revived the musicals,VBP,VBP,False,15
228,bock_cutting_1992_exp1,19,prep_ss,the corporation with the banking monopoly,VBZ,VBZ,False,15
229,bock_cutting_1992_exp1,19,prep_sp,the corporation with the banking monopolies,VBZ,VBZ,False,15
230,bock_cutting_1992_exp1,19,prep_ps,the corporations with the banking monopoly,VBP,VBP,False,15
231,bock_cutting_1992_exp1,19,prep_pp,the corporations with the banking monopolies,VBP,VBP,False,15
232,bock_cutting_1992_exp1,19,rel_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,15
233,bock_cutting_1992_exp1,19,rel_sp,the corporation that dissolved the monopolies,VBZ,VBP,True,15
234,bock_cutting_1992_exp1,19,rel_ps,the corporations that dissolved the monopoly,VBP,VBP,False,15
235,bock_cutting_1992_exp1,19,rel_pp,the corporations that dissolved the monopolies,VBP,VBP,False,15
236,bock_cutting_1992_exp1,19,relthat_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,15
237,bock_cutting_1992_exp1,19,relthat_sp,the corporation that dissolved the monopolies,VBZ,VBP,True,15
238,bock_cutting_1992_exp1,19,relthat_ps,the corporations that dissolved the monopoly,VBP,VBP,False,15
239,bock_cutting_1992_exp1,19,relthat_pp,the corporations that dissolved the monopolies,VBP,VBP,False,15
240,bock_cutting_1992_exp1,20,prep_ss,the picture of the prominent politician,VBZ,VBZ,False,15
241,bock_cutting_1992_exp1,20,prep_sp,the picture of the prominent politicians,VBZ,VBZ,False,15
242,bock_cutting_1992_exp1,20,prep_ps,the pictures of the prominent politician,VBP,VBP,False,15
243,bock_cutting_1992_exp1,20,prep_pp,the pictures of the prominent politicians,VBP,VBP,False,15
244,bock_cutting_1992_exp1,20,rel_ss,the picture that embarrassed the politician,VBZ,VBZ,False,15
245,bock_cutting_1992_exp1,20,rel_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,15
246,bock_cutting_1992_exp1,20,rel_ps,the pictures that embarrassed the politician,VBP,VBP,False,15
247,bock_cutting_1992_exp1,20,rel_pp,the pictures that embarrassed the politicians,VBP,VBP,False,15
248,bock_cutting_1992_exp1,20,relthat_ss,the picture that embarrassed the politician,VBZ,VBZ,False,15
249,bock_cutting_1992_exp1,20,relthat_sp,the picture that embarrassed the politicians,VBZ,VBZ,False,15
250,bock_cutting_1992_exp1,20,relthat_ps,the pictures that embarrassed the politician,VBP,VBP,False,15
251,bock_cutting_1992_exp1,20,relthat_pp,the pictures that embarrassed the politicians,VBP,VBP,False,15
252,bock_cutting_1992_exp1,21,prep_ss,the composer of the modern opera,VBZ,VBZ,False,15
253,bock_cutting_1992_exp1,21,prep_sp,the composer of the modern operas,VBZ,VBZ,False,15
254,bock_cutting_1992_exp1,21,prep_ps,the composers of the modern opera,VBP,VBP,False,15
255,bock_cutting_1992_exp1,21,prep_pp,the composers of the modern operas,VBP,VBP,False,15
256,bock_cutting_1992_exp1,21,rel_ss,the composer who rewrote the opera,VBZ,VBZ,False,15
257,bock_cutting_1992_exp1,21,rel_sp,the composer who rewrote the operas,VBZ,VBZ,False,15
258,bock_cutting_1992_exp1,21,rel_ps,the composers who rewrote the opera,VBP,VBP,False,15
259,bock_cutting_1992_exp1,21,rel_pp,the composers who rewrote the operas,VBP,VBP,False,15
260,bock_cutting_1992_exp1,21,relthat_ss,the composer that rewrote the opera,VBZ,VBZ,False,15
261,bock_cutting_1992_exp1,21,relthat_sp,the composer that rewrote the operas,VBZ,VBZ,False,15
262,bock_cutting_1992_exp1,21,relthat_ps,the composers that rewrote the opera,VBP,VBP,False,15
263,bock_cutting_1992_exp1,21,relthat_pp,the composers that rewrote the operas,VBP,VBP,False,15
264,bock_cutting_1992_exp1,22,prep_ss,the teacher with the special education certificate,VBZ,VBZ,False,15
265,bock_cutting_1992_exp1,22,prep_sp,the teacher with the special education certificates,VBZ,VBZ,False,15
266,bock_cutting_1992_exp1,22,prep_ps,the teachers with the special education certificate,VBP,VBP,False,15
267,bock_cutting_1992_exp1,22,prep_pp,the teachers with the special education certificates,VBP,VBP,False,15
268,bock_cutting_1992_exp1,22,rel_ss,the teacher who received the education certificate,VBZ,VBZ,False,15
269,bock_cutting_1992_exp1,22,rel_sp,the teacher who received the education certificates,VBZ,VBZ,False,15
270,bock_cutting_1992_exp1,22,rel_ps,the teachers who received the education certificate,VBP,VBP,False,15
271,bock_cutting_1992_exp1,22,rel_pp,the teachers who received the education certificates,VBP,VBP,False,15
272,bock_cutting_1992_exp1,22,relthat_ss,the teacher that received the education certificate,VBZ,VBZ,False,15
273,bock_cutting_1992_exp1,22,relthat_sp,the teacher that received the education certificates,VBZ,VBZ,False,15
274,bock_cutting_1992_exp1,22,relthat_ps,the teachers that received the education certificate,VBP,VBP,False,15
275,bock_cutting_1992_exp1,22,relthat_pp,the teachers that received the education certificates,VBP,VBP,False,15
276,bock_cutting_1992_exp1,23,prep_ss,the speaker at the union meeting,VBZ,VBZ,False,15
277,bock_cutting_1992_exp1,23,prep_sp,the speaker at the union meetings,VBZ,VBZ,False,15
278,bock_cutting_1992_exp1,23,prep_ps,the speakers at the union meeting,VBP,VBP,False,15
279,bock_cutting_1992_exp1,23,prep_pp,the speakers at the union meetings,VBP,VBP,False,15
280,bock_cutting_1992_exp1,23,rel_ss,the speaker who addressed the meeting,VBZ,VBZ,False,15
281,bock_cutting_1992_exp1,23,rel_sp,the speaker who addressed the meetings,VBZ,VBZ,False,15
282,bock_cutting_1992_exp1,23,rel_ps,the speakers who addressed the meeting,VBP,VBP,False,15
283,bock_cutting_1992_exp1,23,rel_pp,the speakers who addressed the meetings,VBP,VBP,False,15
284,bock_cutting_1992_exp1,23,relthat_ss,the speaker that addressed the meeting,VBZ,VBZ,False,15
285,bock_cutting_1992_exp1,23,relthat_sp,the speaker that addressed the meetings,VBZ,VBP,True,15
286,bock_cutting_1992_exp1,23,relthat_ps,the speakers that addressed the meeting,VBP,VBP,False,15
287,bock_cutting_1992_exp1,23,relthat_pp,the speakers that addressed the meetings,VBP,VBP,False,15
288,bock_cutting_1992_exp1,24,prep_ss,the director of the forthcoming motion picture,VBZ,VBZ,False,15
289,bock_cutting_1992_exp1,24,prep_sp,the director of the forthcoming motion pictures,VBZ,VBZ,False,15
290,bock_cutting_1992_exp1,24,prep_ps,the directors of the forthcoming motion picture,VBP,VBP,False,15
291,bock_cutting_1992_exp1,24,prep_pp,the directors of the forthcoming motion pictures,VBP,VBP,False,15
292,bock_cutting_1992_exp1,24,rel_ss,the director who created the motion picture,VBZ,VBZ,False,15
293,bock_cutting_1992_exp1,24,rel_sp,the director who created the motion pictures,VBZ,VBZ,False,15
294,bock_cutting_1992_exp1,24,rel_ps,the directors who created the motion picture,VBP,VBP,False,15
295,bock_cutting_1992_exp1,24,rel_pp,the directors who created the motion pictures,VBP,VBP,False,15
296,bock_cutting_1992_exp1,24,relthat_ss,the director that created the motion picture,VBZ,VBZ,False,15
297,bock_cutting_1992_exp1,24,relthat_sp,the director that created the motion pictures,VBZ,VBZ,False,15
298,bock_cutting_1992_exp1,24,relthat_ps,the directors that created the motion picture,VBP,VBP,False,15
299,bock_cutting_1992_exp1,24,relthat_pp,the directors that created the motion pictures,VBP,VBP,False,15
300,bock_cutting_1992_exp1,25,prep_ss,the applicant for the corporate scholarship,VBZ,VBZ,False,15
301,bock_cutting_1992_exp1,25,prep_sp,the applicant for the corporate scholarships,VBZ,VBZ,False,15
302,bock_cutting_1992_exp1,25,prep_ps,the applicants for the corporate scholarship,VBP,VBP,False,15
303,bock_cutting_1992_exp1,25,prep_pp,the applicants for the corporate scholarships,VBP,VBP,False,15
304,bock_cutting_1992_exp1,25,rel_ss,the applicant who accepted the scholarship,VBZ,VBZ,False,15
305,bock_cutting_1992_exp1,25,rel_sp,the applicant who accepted the scholarships,VBZ,VBZ,False,15
306,bock_cutting_1992_exp1,25,rel_ps,the applicants who accepted the scholarship,VBP,VBP,False,15
307,bock_cutting_1992_exp1,25,rel_pp,the applicants who accepted the scholarships,VBP,VBP,False,15
308,bock_cutting_1992_exp1,25,relthat_ss,the applicant that accepted the scholarship,VBZ,VBZ,False,15
309,bock_cutting_1992_exp1,25,relthat_sp,the applicant that accepted the scholarships,VBZ,VBP,True,15
310,bock_cutting_1992_exp1,25,relthat_ps,the applicants that accepted the scholarship,VBP,VBZ,True,15
311,bock_cutting_1992_exp1,25,relthat_pp,the applicants that accepted the scholarships,VBP,VBP,False,15
312,bock_cutting_1992_exp1,26,prep_ss,the editor of the history book,VBZ,VBZ,False,15
313,bock_cutting_1992_exp1,26,prep_sp,the editor of the history books,VBZ,VBZ,False,15
314,bock_cutting_1992_exp1,26,prep_ps,the editors of the history book,VBP,VBP,False,15
315,bock_cutting_1992_exp1,26,prep_pp,the editors of the history books,VBP,VBP,False,15
316,bock_cutting_1992_exp1,26,rel_ss,the editor who rejected the book,VBZ,VBZ,False,15
317,bock_cutting_1992_exp1,26,rel_sp,the editor who rejected the books,VBZ,VBZ,False,15
318,bock_cutting_1992_exp1,26,rel_ps,the editors who rejected the book,VBP,VBP,False,15
319,bock_cutting_1992_exp1,26,rel_pp,the editors who rejected the books,VBP,VBP,False,15
320,bock_cutting_1992_exp1,26,relthat_ss,the editor that rejected the book,VBZ,VBZ,False,15
321,bock_cutting_1992_exp1,26,relthat_sp,the editor that rejected the books,VBZ,VBZ,False,15
322,bock_cutting_1992_exp1,26,relthat_ps,the editors that rejected the book,VBP,VBP,False,15
323,bock_cutting_1992_exp1,26,relthat_pp,the editors that rejected the books,VBP,VBP,False,15
324,bock_cutting_1992_exp1,27,prep_ss,the laboratory with the analog computer,VBZ,VBZ,False,15
325,bock_cutting_1992_exp1,27,prep_sp,the laboratory with the analog computers,VBZ,VBZ,False,15
326,bock_cutting_1992_exp1,27,prep_ps,the laboratories with the analog computer,VBP,VBP,False,15
327,bock_cutting_1992_exp1,27,prep_pp,the laboratories with the analog computers,VBP,VBP,False,15
328,bock_cutting_1992_exp1,27,rel_ss,the laboratory that invented the computer,VBZ,VBZ,False,15
329,bock_cutting_1992_exp1,27,rel_sp,the laboratory that invented the computers,VBZ,VBZ,False,15
330,bock_cutting_1992_exp1,27,rel_ps,the laboratories that invented the computer,VBP,VBP,False,15
331,bock_cutting_1992_exp1,27,rel_pp,the laboratories that invented the computers,VBP,VBP,False,15
332,bock_cutting_1992_exp1,27,relthat_ss,the laboratory that invented the computer,VBZ,VBZ,False,15
333,bock_cutting_1992_exp1,27,relthat_sp,the laboratory that invented the computers,VBZ,VBZ,False,15
334,bock_cutting_1992_exp1,27,relthat_ps,the laboratories that invented the computer,VBP,VBP,False,15
335,bock_cutting_1992_exp1,27,relthat_pp,the laboratories that invented the computers,VBP,VBP,False,15
336,bock_cutting_1992_exp1,28,prep_ss,the demonstrator at the political rally,VBZ,VBZ,False,15
337,bock_cutting_1992_exp1,28,prep_sp,the demonstrator at the political rallies,VBZ,VBZ,False,15
338,bock_cutting_1992_exp1,28,prep_ps,the demonstrators at the political rally,VBP,VBP,False,15
339,bock_cutting_1992_exp1,28,prep_pp,the demonstrators at the political rallies,VBP,VBP,False,15
340,bock_cutting_1992_exp1,28,rel_ss,the demonstrator that interrupted the rally,VBZ,VBZ,False,15
341,bock_cutting_1992_exp1,28,rel_sp,the demonstrator that interrupted the rallies,VBZ,VBP,True,15
342,bock_cutting_1992_exp1,28,rel_ps,the demonstrators that interrupted the rally,VBP,VBP,False,15
343,bock_cutting_1992_exp1,28,rel_pp,the demonstrators that interrupted the rallies,VBP,VBP,False,15
344,bock_cutting_1992_exp1,28,relthat_ss,the demonstrator that interrupted the rally,VBZ,VBZ,False,15
345,bock_cutting_1992_exp1,28,relthat_sp,the demonstrator that interrupted the rallies,VBZ,VBP,True,15
346,bock_cutting_1992_exp1,28,relthat_ps,the demonstrators that interrupted the rally,VBP,VBP,False,15
347,bock_cutting_1992_exp1,28,relthat_pp,the demonstrators that interrupted the rallies,VBP,VBP,False,15
348,bock_cutting_1992_exp1,29,prep_ss,the student in the spanish class,VBZ,VBZ,False,15
349,bock_cutting_1992_exp1,29,prep_sp,the student in the spanish classes,VBZ,VBZ,False,15
350,bock_cutting_1992_exp1,29,prep_ps,the students in the spanish class,VBP,VBP,False,15
351,bock_cutting_1992_exp1,29,prep_pp,the students in the spanish classes,VBP,VBP,False,15
352,bock_cutting_1992_exp1,29,rel_ss,the student who had failed the class,VBZ,VBZ,False,15
353,bock_cutting_1992_exp1,29,rel_sp,the student who had failed the classes,VBZ,VBZ,False,15
354,bock_cutting_1992_exp1,29,rel_ps,the students who had failed the class,VBP,VBP,False,15
355,bock_cutting_1992_exp1,29,rel_pp,the students who had failed the classes,VBP,VBP,False,15
356,bock_cutting_1992_exp1,29,relthat_ss,the student that had failed the class,VBZ,VBZ,False,15
357,bock_cutting_1992_exp1,29,relthat_sp,the student that had failed the classes,VBZ,VBZ,False,15
358,bock_cutting_1992_exp1,29,relthat_ps,the students that had failed the class,VBP,VBP,False,15
359,bock_cutting_1992_exp1,29,relthat_pp,the students that had failed the classes,VBP,VBP,False,15
360,bock_cutting_1992_exp1,30,prep_ss,the peace corps volunteer in the african village,VBZ,VBZ,False,15
361,bock_cutting_1992_exp1,30,prep_sp,the peace corps volunteer in the african villages,VBZ,VBZ,False,15
362,bock_cutting_1992_exp1,30,prep_ps,the peace corps volunteers in the african village,VBP,VBP,False,15
363,bock_cutting_1992_exp1,30,prep_pp,the peace corps volunteers in the african villages,VBP,VBP,False,15
364,bock_cutting_1992_exp1,30,rel_ss,the peace corps volunteer who assisted the village,VBZ,VBZ,False,15
365,bock_cutting_1992_exp1,30,rel_sp,the peace corps volunteer who assisted the villages,VBZ,VBP,True,15
366,bock_cutting_1992_exp1,30,rel_ps,the peace corps volunteers who assisted the village,VBP,VBP,False,15
367,bock_cutting_1992_exp1,30,rel_pp,the peace corps volunteers who assisted the villages,VBP,VBP,False,15
368,bock_cutting_1992_exp1,30,relthat_ss,the peace corps volunteer that assisted the village,VBZ,VBZ,False,15
369,bock_cutting_1992_exp1,30,relthat_sp,the peace corps volunteer that assisted the villages,VBZ,VBP,True,15
370,bock_cutting_1992_exp1,30,relthat_ps,the peace corps volunteers that assisted the village,VBP,VBZ,True,15
371,bock_cutting_1992_exp1,30,relthat_pp,the peace corps volunteers that assisted the villages,VBP,VBP,False,15
372,bock_cutting_1992_exp1,31,prep_ss,the ruler of the roman city - state,VBZ,VBZ,False,15
373,bock_cutting_1992_exp1,31,prep_sp,the ruler of the roman city - states,VBZ,VBZ,False,15
374,bock_cutting_1992_exp1,31,prep_ps,the rulers of the roman city - state,VBP,VBP,False,15
375,bock_cutting_1992_exp1,31,prep_pp,the rulers of the roman city - states,VBP,VBP,False,15
376,bock_cutting_1992_exp1,31,rel_ss,the ruler who enslaved the city - state,VBZ,VBZ,False,15
377,bock_cutting_1992_exp1,31,rel_sp,the ruler who enslaved the city - states,VBZ,VBZ,False,15
378,bock_cutting_1992_exp1,31,rel_ps,the rulers who enslaved the city - state,VBP,VBP,False,15
379,bock_cutting_1992_exp1,31,rel_pp,the rulers who enslaved the city - states,VBP,VBP,False,15
380,bock_cutting_1992_exp1,31,relthat_ss,the ruler that enslaved the city - state,VBZ,VBZ,False,15
381,bock_cutting_1992_exp1,31,relthat_sp,the ruler that enslaved the city - states,VBZ,VBZ,False,15
382,bock_cutting_1992_exp1,31,relthat_ps,the rulers that enslaved the city - state,VBP,VBP,False,15
383,bock_cutting_1992_exp1,31,relthat_pp,the rulers that enslaved the city - states,VBP,VBP,False,15
0,bock_cutting_1992_exp1,0,prep_ss,the demo tape from the popular rock singer,VBZ,VBZ,False,16
1,bock_cutting_1992_exp1,0,prep_sp,the demo tape from the popular rock singers,VBZ,VBZ,False,16
2,bock_cutting_1992_exp1,0,prep_ps,the demo tapes from the popular rock singer,VBP,VBP,False,16
3,bock_cutting_1992_exp1,0,prep_pp,the demo tapes from the popular rock singers,VBP,VBP,False,16
4,bock_cutting_1992_exp1,0,rel_ss,the demo tape that promoted the rock singer,VBZ,VBZ,False,16
5,bock_cutting_1992_exp1,0,rel_sp,the demo tape that promoted the rock singers,VBZ,VBZ,False,16
6,bock_cutting_1992_exp1,0,rel_ps,the demo tapes that promoted the rock singer,VBP,VBP,False,16
7,bock_cutting_1992_exp1,0,rel_pp,the demo tapes that promoted the rock singers,VBP,VBP,False,16
8,bock_cutting_1992_exp1,0,relthat_ss,the demo tape that promoted the rock singer,VBZ,VBZ,False,16
9,bock_cutting_1992_exp1,0,relthat_sp,the demo tape that promoted the rock singers,VBZ,VBZ,False,16
10,bock_cutting_1992_exp1,0,relthat_ps,the demo tapes that promoted the rock singer,VBP,VBP,False,16
11,bock_cutting_1992_exp1,0,relthat_pp,the demo tapes that promoted the rock singers,VBP,VBP,False,16
12,bock_cutting_1992_exp1,1,prep_ss,the pamphlet from the british government agency,VBZ,VBZ,False,16
13,bock_cutting_1992_exp1,1,prep_sp,the pamphlet from the british government agencies,VBZ,VBZ,False,16
14,bock_cutting_1992_exp1,1,prep_ps,the pamphlets from the british government agency,VBP,VBP,False,16
15,bock_cutting_1992_exp1,1,prep_pp,the pamphlets from the british government agencies,VBP,VBP,False,16
16,bock_cutting_1992_exp1,1,rel_ss,the pamphlet that described the government agency,VBZ,VBZ,False,16
17,bock_cutting_1992_exp1,1,rel_sp,the pamphlet that described the government agencies,VBZ,VBZ,False,16
18,bock_cutting_1992_exp1,1,rel_ps,the pamphlets that described the government agency,VBP,VBP,False,16
19,bock_cutting_1992_exp1,1,rel_pp,the pamphlets that described the government agencies,VBP,VBP,False,16
20,bock_cutting_1992_exp1,1,relthat_ss,the pamphlet that described the government agency,VBZ,VBZ,False,16
21,bock_cutting_1992_exp1,1,relthat_sp,the pamphlet that described the government agencies,VBZ,VBZ,False,16
22,bock_cutting_1992_exp1,1,relthat_ps,the pamphlets that described the government agency,VBP,VBP,False,16
23,bock_cutting_1992_exp1,1,relthat_pp,the pamphlets that described the government agencies,VBP,VBP,False,16
24,bock_cutting_1992_exp1,2,prep_ss,the tire - eater in the carnival sideshow,VBZ,VBZ,False,16
25,bock_cutting_1992_exp1,2,prep_sp,the tire - eater in the carnival VBZ,VBZ,VBZ,False,16
26,bock_cutting_1992_exp1,2,prep_ps,the tire - eaters in the carnival sideshow,VBP,VBZ,True,16
27,bock_cutting_1992_exp1,2,prep_pp,the tire - eaters in the carnival VBZ,VBP,VBZ,True,16
28,bock_cutting_1992_exp1,2,rel_ss,the tire - eater who VBD the sideshow,VBZ,VBZ,False,16
29,bock_cutting_1992_exp1,2,rel_sp,the tire - eater who VBD the NNS,VBZ,VBZ,False,16
30,bock_cutting_1992_exp1,2,rel_ps,the tire - eaters who VBD the sideshow,VBP,VBZ,True,16
31,bock_cutting_1992_exp1,2,rel_pp,the tire - eaters who VBD the NNS,VBP,VBZ,True,16
32,bock_cutting_1992_exp1,2,relthat_ss,the tire - eater that VBD the sideshow,VBZ,VBZ,False,16
33,bock_cutting_1992_exp1,2,relthat_sp,the tire - eater that VBD the NNS,VBZ,VBZ,False,16
34,bock_cutting_1992_exp1,2,relthat_ps,the tire - eaters that VBD the sideshow,VBP,VBZ,True,16
35,bock_cutting_1992_exp1,2,relthat_pp,the tire - eaters that VBD the NNS,VBP,VBZ,True,16
36,bock_cutting_1992_exp1,3,prep_ss,the bright light in doctor smith 's examination room,VBZ,VBZ,False,16
37,bock_cutting_1992_exp1,3,prep_sp,the bright light in doctor smith 's examination rooms,VBZ,VBP,True,16
38,bock_cutting_1992_exp1,3,prep_ps,the bright lights in doctor smith 's examination room,VBP,VBP,False,16
39,bock_cutting_1992_exp1,3,prep_pp,the bright lights in doctor smith 's examination rooms,VBP,VBP,False,16
40,bock_cutting_1992_exp1,3,rel_ss,the bright light that lit the small examination room,VBZ,VBZ,False,16
41,bock_cutting_1992_exp1,3,rel_sp,the bright light that lit the small examination rooms,VBZ,VBZ,False,16
42,bock_cutting_1992_exp1,3,rel_ps,the bright lights that lit the small examination room,VBP,VBP,False,16
43,bock_cutting_1992_exp1,3,rel_pp,the bright lights that lit the small examination rooms,VBP,VBP,False,16
44,bock_cutting_1992_exp1,3,relthat_ss,the bright light that lit the small examination room,VBZ,VBZ,False,16
45,bock_cutting_1992_exp1,3,relthat_sp,the bright light that lit the small examination rooms,VBZ,VBZ,False,16
46,bock_cutting_1992_exp1,3,relthat_ps,the bright lights that lit the small examination room,VBP,VBP,False,16
47,bock_cutting_1992_exp1,3,relthat_pp,the bright lights that lit the small examination rooms,VBP,VBP,False,16
48,bock_cutting_1992_exp1,4,prep_ss,the security force at the giant manufacturing plant,VBZ,VBZ,False,16
49,bock_cutting_1992_exp1,4,prep_sp,the security force at the giant manufacturing plants,VBZ,VBZ,False,16
50,bock_cutting_1992_exp1,4,prep_ps,the security forces at the giant manufacturing plant,VBP,VBP,False,16
51,bock_cutting_1992_exp1,4,prep_pp,the security forces at the giant manufacturing plants,VBP,VBP,False,16
52,bock_cutting_1992_exp1,4,rel_ss,the security force that patrolled the manufacturing plant,VBZ,VBZ,False,16
53,bock_cutting_1992_exp1,4,rel_sp,the security force that patrolled the manufacturing plants,VBZ,VBZ,False,16
54,bock_cutting_1992_exp1,4,rel_ps,the security forces that patrolled the manufacturing plant,VBP,VBP,False,16
55,bock_cutting_1992_exp1,4,rel_pp,the security forces that patrolled the manufacturing plants,VBP,VBP,False,16
56,bock_cutting_1992_exp1,4,relthat_ss,the security force that patrolled the manufacturing plant,VBZ,VBZ,False,16
57,bock_cutting_1992_exp1,4,relthat_sp,the security force that patrolled the manufacturing plants,VBZ,VBZ,False,16
